,Age,MonthlyIncome,TotalWorkingYears,YearsAtCompany,DistanceFromHome,PercentSalaryHike,NumCompaniesWorked,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
2171,40,94340,9,9,4,13,1,8,3,4,0
2172,41,55610,10,9,1,11,0,7,3,1,0
2173,35,66460,9,9,1,13,1,1,3,3,0
2174,51,77250,33,33,18,13,1,10,3,2,0
2175,38,107250,11,7,2,18,3,7,2,1,0
2176,34,88470,10,10,4,16,1,6,3,1,0
2177,25,20450,7,3,6,19,3,2,4,4,0
2178,58,10090,31,10,1,13,7,9,3,1,1
2179,40,33480,7,4,14,22,3,3,2,2,0
2180,36,12810,17,15,16,11,2,13,1,1,0
2181,48,28190,11,10,2,20,1,8,4,4,0
2182,27,48510,5,1,2,18,8,0,3,4,0
2183,51,40280,29,5,4,14,3,3,4,2,0
2184,18,27200,0,0,1,22,1,0,4,4,0
2185,35,81200,10,9,1,13,0,0,4,4,0
2186,27,46470,8,6,26,17,3,0,4,4,0
2187,55,46800,24,19,19,14,6,8,1,3,1
2188,56,32210,33,19,24,15,4,9,4,2,0
2189,34,86210,5,5,1,17,1,0,1,3,0
2190,40,45770,15,12,3,11,5,8,2,3,0
2191,34,45530,10,8,5,18,4,7,2,3,0
2192,31,53960,3,1,2,17,7,0,3,4,1
2193,35,67960,5,4,1,13,0,2,4,3,1
2194,38,76250,4,4,7,15,1,3,4,3,0
2195,34,74120,14,14,10,24,1,11,3,4,0
2196,28,111590,5,5,2,12,1,4,3,1,0
2197,31,49600,10,10,15,15,1,7,4,3,1
2198,39,104750,8,5,17,11,3,4,1,4,0
2199,51,148140,14,4,20,11,2,2,2,2,0
2200,41,191410,12,6,1,12,3,3,4,4,0
2201,37,54050,8,6,2,15,7,3,3,3,0
2202,33,87930,8,5,2,17,6,2,2,4,0
2203,32,191890,4,3,1,12,0,2,3,2,0
2204,39,38750,13,6,29,15,3,5,3,3,0
2205,25,22160,6,3,7,13,2,2,1,3,0
2206,52,117130,24,5,2,14,2,2,4,3,0
2207,43,78610,20,20,2,14,1,8,1,3,0
2208,27,37080,6,6,2,16,1,4,4,4,0
2209,27,137700,8,8,2,18,1,7,4,3,1
2210,26,53040,5,4,2,20,0,1,1,4,0
2211,42,26420,21,20,23,13,0,9,3,1,0
2212,52,27590,12,5,5,18,9,4,3,1,0
2213,37,68040,8,3,20,13,4,2,1,3,0
2214,35,61420,10,2,6,15,2,2,3,4,0
2215,25,25000,7,3,1,14,4,2,1,4,0
2216,26,63890,8,7,29,22,0,7,3,1,0
2217,29,111030,10,10,9,12,1,9,2,1,0
2218,49,23420,20,4,6,18,3,3,1,1,1
2219,29,68110,9,8,3,15,0,7,3,4,1
2220,54,22970,29,20,1,18,6,7,4,4,0
2221,58,24500,32,9,22,12,3,5,4,1,0
2222,55,50930,31,7,7,16,2,0,2,4,0
2223,36,53090,15,5,1,13,3,1,1,2,0
2224,31,30570,1,1,4,19,1,0,2,3,1
2225,30,51210,8,3,3,13,7,2,4,1,0
2226,31,168560,9,3,1,12,3,0,1,2,0
2227,34,26860,10,4,2,11,5,3,4,1,0
2228,31,61800,1,1,20,14,1,0,1,2,1
2229,27,66320,6,5,11,16,0,4,2,1,0
2230,36,35050,10,10,1,12,1,8,1,4,0
2231,36,63970,11,3,24,14,4,2,3,1,0
2232,47,62740,17,6,23,14,7,2,1,4,0
2233,25,198590,6,3,16,19,3,2,1,1,1
2234,37,75870,7,6,8,22,0,3,3,3,0
2235,56,42580,5,3,10,16,2,0,1,1,0
2236,47,43640,26,20,3,11,3,6,1,3,0
2237,24,43350,5,5,5,15,1,3,4,3,0
2238,32,53260,7,4,4,14,4,3,4,4,0
2239,34,32800,7,5,9,13,5,2,4,2,0
2240,41,54850,7,4,26,17,2,3,2,3,0
2241,40,43420,11,8,3,11,3,7,3,3,0
2242,31,27820,13,13,16,19,1,9,1,4,0
2243,46,59800,28,7,18,11,4,3,1,4,1
2244,39,43810,11,1,2,15,2,0,1,1,1
2245,31,25720,10,10,2,13,1,7,3,2,1
2246,45,38330,24,7,10,14,2,7,2,1,0
2247,31,42440,8,3,16,13,9,2,4,2,0
2248,31,65000,7,2,7,23,6,2,2,4,1
2249,45,184300,10,3,1,12,4,2,2,4,0
2250,48,16010,15,2,24,12,4,2,3,1,0
2251,34,26940,2,2,7,16,1,2,1,3,1
2252,40,31490,16,9,25,15,2,8,4,2,0
2253,28,176390,6,5,1,13,0,3,4,1,0
2254,44,23190,7,5,5,18,3,3,3,3,0
2255,53,116910,35,9,2,20,4,8,4,2,0
2256,49,53240,20,3,7,19,2,2,1,3,0
2257,40,167520,8,3,2,18,2,2,3,3,0
2258,44,52280,6,5,5,13,1,3,4,2,0
2259,33,27000,5,4,10,14,0,3,4,1,0
2260,34,192460,15,13,10,15,3,12,4,1,0
2261,30,25060,4,2,1,22,8,2,4,3,0
2262,42,60620,12,12,8,22,1,8,1,4,0
2263,44,43820,11,1,5,16,7,0,1,3,0
2264,30,21430,1,1,8,17,1,0,3,3,0
2265,57,61620,13,12,2,14,0,8,2,3,0
2266,49,50940,29,8,7,15,3,7,3,2,0
2267,34,68770,16,14,2,20,7,9,2,1,0
2268,28,22740,5,3,2,20,3,2,1,3,1
2269,29,44340,7,5,28,17,5,0,1,2,1
2270,34,62880,16,15,7,15,0,10,1,2,1
2271,35,25530,1,1,7,14,1,0,4,3,0
2272,24,76540,4,0,3,17,2,0,2,1,1
2273,24,51600,1,1,10,17,1,0,4,2,0
2274,44,171590,16,2,5,22,5,2,2,3,0
2275,29,128080,10,10,10,13,1,4,3,3,0
2276,30,102210,6,5,1,19,0,3,3,3,0
2277,55,47790,4,3,20,14,0,2,4,3,0
2278,33,37370,8,5,7,22,8,2,1,2,0
2279,47,23660,11,5,8,17,3,2,3,3,0
2280,28,17060,8,0,1,12,7,0,3,1,1
2281,28,163070,1,1,8,16,1,0,1,3,0
2282,28,59330,5,4,9,11,0,3,3,1,0
2283,49,34240,10,3,5,11,4,2,3,1,0
2284,29,40370,4,3,8,14,0,2,4,2,0
2285,28,25590,8,8,5,11,1,7,3,2,0
2286,33,62010,14,0,15,15,2,0,4,3,0
2287,32,44030,10,5,7,20,2,0,3,4,0
2288,54,37610,26,14,10,12,3,12,2,4,0
2289,29,109340,11,9,5,17,6,7,1,1,1
2290,44,107610,24,20,26,11,3,17,4,1,0
2291,39,51750,9,2,6,17,4,2,2,2,0
2292,46,138260,23,13,4,11,8,1,3,2,0
2293,35,63340,11,11,23,14,1,3,4,2,0
2294,23,49360,5,4,2,19,0,2,1,3,0
2295,40,47750,15,5,2,15,3,0,4,1,1
2296,34,28180,10,10,2,13,1,6,4,3,0
2297,31,25150,7,7,29,14,1,7,4,3,1
2298,50,23420,32,32,6,12,1,9,3,4,0
2299,34,41940,12,11,25,17,0,7,2,3,0
2300,42,106850,4,1,1,11,4,0,3,2,0
2301,37,20220,10,10,2,12,1,7,1,4,0
2302,29,23140,9,7,1,13,3,7,3,1,0
2303,33,42560,5,5,1,13,1,2,4,2,0
2304,45,35800,8,5,3,20,4,3,4,4,0
2305,42,31620,24,20,1,17,2,9,4,4,0
2306,40,65240,9,8,10,13,0,1,1,1,0
2307,33,28990,15,15,9,17,1,7,2,3,0
2308,40,52310,21,21,5,12,1,7,3,4,0
2309,24,23560,2,1,10,13,0,0,3,1,0
2310,40,28000,8,2,7,12,3,2,4,4,0
2311,45,118360,10,10,4,22,1,7,1,2,0
2312,35,109030,6,5,10,11,0,2,2,3,0
2313,32,29730,12,7,22,22,3,5,4,2,0
2314,36,142750,7,3,9,18,3,2,3,4,0
2315,48,55620,18,8,12,13,8,7,3,3,0
2316,29,45370,5,1,23,18,6,0,3,3,0
2317,33,76420,8,2,9,20,2,2,1,1,0
2318,30,179240,10,10,1,13,1,7,2,1,1
2319,38,52040,10,6,9,13,3,2,3,3,0
2320,35,22770,3,3,7,12,1,2,4,1,0
2321,30,27950,9,4,14,13,3,3,3,2,0
2322,35,25320,1,1,2,13,1,0,1,1,1
2323,53,25590,34,33,19,25,0,9,3,4,1
2324,38,49080,7,5,2,19,4,4,3,2,1
2325,32,23800,9,6,10,13,4,2,4,1,0
2326,48,47650,10,8,2,12,8,6,3,1,0
2327,34,20440,1,1,3,11,1,0,1,4,0
2328,55,26930,36,36,11,18,1,13,3,4,0
2329,34,65860,9,2,2,18,9,1,2,4,0
2330,26,32940,1,1,4,11,1,0,1,4,0
2331,38,41710,10,9,14,23,0,7,3,2,0
2332,38,27780,8,3,2,13,2,2,2,2,0
2333,36,23770,15,1,1,13,6,0,2,3,0
2334,29,24040,10,10,10,17,1,5,2,1,0
2335,35,23180,10,5,12,19,3,4,1,3,0
2336,39,20080,11,7,2,12,2,6,4,3,0
2337,29,62440,6,6,5,22,1,3,1,4,0
2338,50,27990,27,1,4,12,4,0,3,3,0
2339,23,105520,4,2,7,11,2,2,4,3,0
2340,36,23290,9,3,21,15,3,2,1,1,0
2341,42,40140,24,1,8,13,8,1,4,4,0
2342,35,74030,10,10,4,12,1,8,2,3,0
2343,34,22590,8,8,25,14,1,7,4,3,0
2344,40,69320,5,5,1,13,1,2,4,1,0
2345,43,46780,8,6,1,25,5,2,4,2,0
2346,35,135820,1,1,6,17,1,1,3,4,0
2347,46,23320,27,26,12,11,1,12,4,1,0
2348,28,24130,1,1,1,16,1,0,3,2,1
2349,22,97050,4,4,17,18,1,3,2,3,0
2350,50,42940,32,30,3,20,2,13,2,3,0
2351,32,47210,6,3,3,14,3,2,2,4,0
2352,44,25190,23,22,10,21,0,10,2,4,0
2353,30,21210,6,6,4,13,1,1,2,2,0
2354,45,29730,10,10,29,12,1,4,3,1,0
2355,45,58550,10,10,2,14,1,5,1,1,0
2356,31,36170,10,5,7,21,7,3,4,1,0
2357,36,67250,7,3,18,17,9,1,3,3,0
2358,34,103250,9,9,28,11,1,2,3,4,0
2359,49,69490,10,9,1,14,1,4,3,1,0
2360,39,106090,10,7,6,17,2,7,2,1,0
2361,27,44470,7,7,2,13,1,7,4,1,0
2362,35,21570,16,16,2,25,1,10,2,1,0
2363,28,46010,6,5,23,15,0,0,2,1,0
2364,21,170990,3,2,3,14,1,2,3,4,0
2365,18,24790,0,0,3,12,2,0,2,4,1
2366,47,148520,27,5,25,19,3,0,4,3,0
2367,39,72640,10,10,2,17,0,7,3,3,0
2368,40,56660,18,18,22,14,1,12,1,3,0
2369,35,78230,15,14,29,13,1,9,3,3,0
2370,37,78800,9,4,29,12,3,2,3,3,0
2371,39,131940,10,9,2,11,0,8,1,3,0
2372,45,50670,10,10,28,11,1,9,4,4,0
2373,38,50790,10,5,2,11,3,2,4,3,0
2374,35,23210,15,13,2,12,9,0,4,1,1
2375,37,174440,8,8,22,14,1,7,2,2,0
2376,40,24040,18,4,8,17,6,3,3,4,0
2377,44,34520,14,10,2,11,4,2,1,4,0
2378,48,22700,23,2,10,14,2,2,3,4,0
2379,35,173990,7,2,9,12,6,2,3,4,1
2380,24,54880,6,6,15,22,1,3,1,4,0
2381,27,194190,5,3,10,14,7,2,2,3,0
2382,27,28110,6,4,7,20,2,2,4,4,0
2383,40,36330,10,4,16,16,3,3,1,1,1
2384,29,41630,8,5,20,15,9,4,3,3,0
2385,36,21320,9,3,23,20,4,2,2,1,0
2386,25,139730,7,7,5,14,1,7,4,3,0
2387,39,26840,7,5,10,12,4,0,4,2,0
2388,49,108450,27,4,4,24,3,2,1,2,0
2389,50,43770,19,14,2,12,5,11,4,1,0
2390,20,37430,2,2,18,13,1,2,3,3,0
2391,34,41480,11,11,10,11,1,9,4,2,0
2392,36,10510,15,4,1,14,2,3,1,2,0
2393,49,107390,30,15,6,11,2,12,3,3,0
2394,36,103880,4,3,8,14,0,2,4,3,0
2395,36,114160,13,5,2,16,6,4,4,1,0
2396,54,26000,36,10,24,14,3,7,2,3,0
2397,43,24220,14,14,2,11,1,11,3,3,0
2398,35,54720,13,11,17,11,3,7,4,4,1
2399,38,24510,19,13,19,12,7,9,4,4,0
2400,29,42400,10,10,1,14,1,9,1,2,0
2401,33,109990,6,6,7,18,1,4,4,4,0
2402,32,50030,10,9,5,13,0,6,4,2,0
2403,31,127420,10,10,28,11,1,2,1,4,0
2404,49,42270,17,2,2,18,4,2,4,1,0
2405,38,39170,4,4,29,15,1,3,4,2,0
2406,47,183030,29,3,1,22,6,2,2,2,0
2407,49,23800,23,8,21,13,4,0,3,3,0
2408,41,137260,21,2,24,12,3,2,4,3,0
2409,20,47770,2,2,1,18,1,2,4,1,0
2410,33,63850,7,6,18,13,1,2,3,4,0
2411,36,199730,10,3,2,12,6,2,1,3,0
2412,44,68610,8,2,9,12,4,2,3,4,0
2413,23,49690,5,5,6,12,1,2,4,3,1
2414,38,198450,7,0,11,11,7,0,4,3,0
2415,53,133200,11,4,24,11,3,2,2,4,0
2416,48,63470,19,9,10,12,2,7,4,3,1
2417,32,27430,1,1,1,19,1,0,4,2,1
2418,26,108800,7,7,18,23,1,7,4,4,0
2419,55,23420,8,4,23,11,5,2,1,2,0
2420,34,176500,15,15,28,19,1,13,2,4,0
2421,60,40250,19,1,17,13,3,0,3,4,0
2422,33,97250,14,14,3,11,1,13,2,2,0
2423,37,119040,6,6,13,12,1,3,3,4,0
2424,34,21770,10,10,7,13,1,7,2,4,0
2425,23,75250,3,3,12,14,1,2,3,4,1
2426,44,48340,9,8,1,14,1,7,3,4,0
2427,35,20420,6,5,13,16,0,4,1,4,0
2428,43,22200,10,10,25,11,1,8,4,4,0
2429,24,10520,5,5,6,13,1,4,3,3,0
2430,41,28210,10,10,6,17,1,7,4,3,0
2431,29,192370,9,5,2,11,9,2,4,3,0
2432,36,41070,17,13,1,11,3,7,3,4,0
2433,45,83960,25,23,2,15,3,4,3,3,0
2434,24,20070,1,1,6,12,1,0,4,3,1
2435,47,196270,25,23,1,11,7,10,3,3,1
2436,26,106860,3,3,9,14,1,2,4,3,0
2437,45,29420,21,21,1,22,1,6,4,2,0
2438,32,88580,10,5,1,16,6,3,1,3,0
2439,31,167560,6,5,14,11,1,3,2,3,0
2440,41,107980,10,3,2,14,6,2,3,2,0
2441,40,23230,18,1,22,16,2,0,2,1,0
2442,24,14160,6,6,3,15,1,2,2,1,0
2443,46,46150,19,10,6,12,6,9,3,2,0
2444,35,24610,17,7,8,20,2,7,4,3,0
2445,30,87220,10,10,9,17,1,8,2,4,0
2446,47,39550,4,1,3,12,7,0,3,2,0
2447,46,99570,13,10,1,20,4,3,3,4,0
2448,36,33760,16,2,1,20,5,2,2,1,1
2449,32,88230,10,0,26,13,6,0,1,2,1
2450,23,103220,3,3,6,14,1,2,3,2,0
2451,31,46210,9,5,3,18,2,4,4,4,0
2452,39,109760,9,9,3,11,1,8,4,4,0
2453,32,36600,10,4,6,11,3,2,4,3,0
2454,40,104820,21,21,6,11,1,8,2,2,0
2455,45,71190,9,5,19,15,4,3,3,3,0
2456,30,95820,10,9,9,12,0,7,4,1,0
2457,24,45080,3,2,3,11,0,1,1,4,0
2458,30,22070,6,4,10,14,6,2,3,4,1
2459,31,77560,6,5,3,15,1,2,1,3,0
2460,27,66940,6,6,3,13,1,4,3,4,0
2461,29,36910,2,2,4,13,1,2,2,2,1
2462,29,23770,10,3,8,21,8,2,4,3,0
2463,30,23130,12,7,7,11,2,7,3,1,0
2464,34,176650,6,5,1,11,0,2,4,4,0
2465,33,25960,13,11,2,14,8,7,4,2,0
2466,49,47280,8,5,3,11,3,4,4,4,0
2467,33,43020,11,0,10,13,2,0,1,1,1
2468,38,29790,9,6,28,12,4,5,3,2,0
2469,31,168850,10,1,9,14,2,0,1,3,1
2470,29,55930,1,1,3,13,1,0,4,1,0
2471,30,104450,10,7,2,18,3,7,3,3,0
2472,32,87400,12,7,10,11,2,7,2,2,0
2473,38,25140,15,1,8,11,3,0,2,4,0
2474,43,76550,6,1,1,12,9,0,3,3,1
2475,42,174650,7,5,1,13,8,4,2,2,0
2476,55,73510,34,1,3,20,8,0,3,4,0
2477,33,108200,11,9,14,12,5,7,4,2,0
2478,41,121690,5,5,5,19,1,4,3,1,0
2479,34,196260,15,15,7,21,1,7,4,3,0
2480,53,20700,27,3,10,13,4,2,1,3,0
2481,43,67820,10,9,16,16,0,8,2,4,0
2482,34,77790,6,2,10,12,5,2,4,4,0
2483,21,27910,1,1,1,14,1,0,2,2,1
2484,38,32010,5,5,8,11,1,4,4,3,0
2485,22,49680,1,1,1,14,1,0,3,1,1
2486,31,131200,13,12,8,12,1,7,1,4,0
2487,51,40330,15,2,1,14,2,2,1,3,0
2488,37,32910,5,5,24,16,1,3,2,2,0
2489,46,42720,24,2,3,13,7,2,3,4,0
2490,36,50560,15,12,27,12,7,7,4,1,0
2491,44,28440,6,5,10,12,1,3,3,2,1
2492,37,27030,19,10,19,14,2,7,3,2,0
2493,35,19040,10,10,15,22,1,7,3,4,1
2494,33,82240,14,10,8,19,6,6,4,1,0
2495,28,47660,5,5,9,12,1,3,3,4,0
2496,39,26100,9,4,3,12,7,2,3,3,0
2497,46,57310,6,2,9,17,8,2,2,2,0
2498,40,25390,7,4,2,12,4,2,3,1,0
2499,42,57140,10,0,7,11,5,0,2,1,0
2500,35,43230,15,7,10,18,2,7,2,4,0
2501,38,73360,13,11,6,11,5,8,1,2,0
2502,34,134990,11,7,2,23,4,7,4,1,1
2503,37,137580,10,10,24,11,1,8,4,1,1
2504,39,51550,7,2,2,18,2,2,3,4,0
2505,43,22580,7,3,8,18,4,2,1,3,0
2506,41,35970,11,3,3,13,3,2,2,2,0
2507,41,25150,23,22,1,18,0,5,3,3,0
2508,30,44200,9,7,26,11,9,2,1,3,0
2509,26,65780,6,5,2,15,0,4,4,2,1
2510,46,44220,13,9,10,11,4,7,4,2,1
2511,40,102740,12,5,27,18,4,3,3,4,0
2512,34,53430,10,10,2,14,1,8,2,3,0
2513,58,23760,37,16,2,12,4,14,2,2,0
2514,35,53460,6,5,8,14,0,3,2,3,0
2515,47,28270,28,22,19,14,8,10,3,2,0
2516,40,199430,15,7,1,13,2,7,2,1,0
2517,54,31310,14,7,27,14,4,7,4,4,0
2518,31,25520,9,3,8,18,2,2,1,1,0
2519,28,44770,3,3,1,15,1,2,3,1,0
2520,38,64740,20,4,19,13,2,3,2,4,0
2521,26,30330,5,5,8,12,1,2,3,4,0
2522,58,29360,23,2,10,13,2,2,1,3,0
2523,18,186060,0,0,2,24,1,0,2,3,0
2524,31,21680,2,1,2,14,0,0,4,1,1
2525,29,28530,4,2,8,14,4,0,1,1,1
2526,45,170480,10,8,1,15,4,7,3,3,0
2527,36,22900,15,1,2,11,4,0,4,2,0
2528,43,36000,7,7,8,23,1,7,1,4,0
2529,27,21070,6,5,8,13,0,2,4,4,0
2530,29,41150,11,11,6,11,1,10,4,4,0
2531,32,43270,4,0,9,13,8,0,4,4,0
2532,42,178560,10,6,11,18,3,3,3,3,0
2533,47,31960,7,2,2,14,4,0,2,3,0
2534,46,190810,12,9,1,21,3,7,4,4,0
2535,28,89660,3,3,7,16,1,2,3,4,0
2536,29,22100,11,7,16,11,8,6,4,3,0
2537,42,45390,8,0,2,17,4,0,4,3,0
2538,32,27410,7,2,1,11,7,2,3,2,1
2539,46,34910,25,19,23,14,2,8,1,1,0
2540,27,45410,9,9,2,14,1,8,2,3,0
2541,29,26780,1,1,1,25,1,0,4,2,0
2542,43,73790,21,16,1,13,7,14,1,3,0
2543,48,62720,29,22,2,14,4,9,4,2,0
2544,29,52200,1,1,13,17,1,0,4,4,1
2545,46,27430,14,8,4,25,5,7,3,2,1
2546,27,49980,8,7,16,20,0,3,4,1,0
2547,39,102520,7,2,2,13,8,2,4,4,0
2548,55,27810,19,5,2,13,8,4,2,4,0
2549,28,68520,1,1,29,18,1,0,2,2,0
2550,30,49500,1,1,12,12,1,0,2,4,1
2551,22,35790,1,1,16,19,1,0,4,2,1
2552,36,131910,10,10,11,14,1,7,2,3,0
2553,31,103770,10,10,2,14,1,2,2,3,0
2554,34,22350,9,5,14,14,2,0,3,4,0
2555,29,105020,11,3,5,12,3,2,4,1,0
2556,37,20110,16,5,7,13,5,4,4,1,0
2557,35,18590,4,3,2,25,0,2,4,2,0
2558,45,37600,10,9,3,14,0,8,2,4,0
2559,36,177790,10,10,5,17,1,8,2,4,0
2560,40,68330,22,19,3,13,2,16,1,1,0
2561,26,68120,1,1,26,13,1,0,2,3,0
2562,27,51710,9,8,4,20,0,7,1,3,0
2563,48,197400,24,22,2,14,3,7,4,4,0
2564,44,187110,10,2,1,12,2,2,2,1,0
2565,34,36920,5,5,27,12,1,0,4,1,1
2566,56,25590,5,4,1,21,1,0,1,4,1
2567,36,25170,12,4,13,14,2,3,3,2,0
2568,41,66230,14,5,5,18,5,4,3,2,0
2569,42,182650,18,13,7,12,9,7,3,1,0
2570,31,161240,8,5,9,23,2,4,3,4,0
2571,34,25850,9,4,8,12,3,1,4,4,0
2572,31,182130,4,2,25,21,8,2,1,3,0
2573,26,83800,8,7,16,14,0,7,3,4,0
2574,45,29940,12,4,8,18,4,3,2,3,0
2575,33,12230,10,10,1,13,1,9,2,3,0
2576,28,11180,7,7,8,11,1,7,3,4,0
2577,29,28750,1,1,2,11,1,0,3,1,1
2578,39,188240,10,3,8,19,6,2,1,3,0
2579,27,135770,6,5,3,12,1,2,2,2,0
2580,34,26250,16,15,9,12,1,11,3,4,0
2581,28,187890,6,2,25,16,3,2,4,3,1
2582,47,45380,16,8,1,11,8,7,3,2,0
2583,56,198470,6,0,4,14,4,0,4,1,0
2584,39,105120,10,10,1,12,1,9,1,1,0
2585,38,44440,20,20,4,13,1,7,4,2,0
2586,58,21540,29,1,5,21,4,0,4,4,0
2587,32,191900,8,4,9,17,3,3,1,3,1
2588,38,44900,10,5,3,21,2,3,2,4,0
2589,49,35060,28,5,11,11,3,3,2,4,0
2590,42,23720,14,0,1,12,3,0,2,4,0
2591,27,102310,1,1,8,13,1,0,1,2,1
2592,35,54100,6,5,25,18,0,4,2,1,0
2593,28,79780,5,5,21,16,1,4,3,3,0
2594,31,38670,4,4,23,11,1,3,3,1,0
2595,36,28380,5,5,1,19,1,2,1,2,0
2596,34,46950,14,14,2,16,1,1,1,4,0
2597,34,33390,9,8,19,16,1,1,4,3,0
2598,26,20800,8,7,2,13,0,6,3,1,0
2599,29,20960,6,5,2,22,0,2,1,1,0
2600,32,62090,9,5,3,17,5,2,3,4,0
2601,31,180610,10,10,25,14,1,7,4,1,0
2602,28,171230,6,4,7,15,5,3,3,4,1
2603,38,23720,20,1,9,12,4,0,1,1,0
2604,35,48830,10,10,5,18,1,9,3,4,0
2605,27,39040,7,7,2,15,1,7,4,4,0
2606,32,46270,8,1,8,17,8,0,4,4,0
2607,31,70940,10,10,2,14,1,8,1,4,1
2608,53,34230,15,2,18,15,6,2,1,1,1
2609,54,66740,9,4,14,17,3,3,1,3,0
2610,33,168800,9,9,2,14,1,8,4,3,0
2611,43,90940,10,10,3,12,1,9,1,3,0
2612,38,84460,7,6,2,14,0,2,4,2,0
2613,55,119160,35,10,9,15,4,4,3,2,0
2614,31,45340,1,1,6,13,1,0,4,4,0
2615,39,98520,21,20,4,12,0,10,2,1,0
2616,42,61510,20,20,10,13,1,7,4,3,0
2617,31,23020,13,11,14,14,4,8,3,3,0
2618,54,23620,9,5,1,13,6,4,3,1,0
2619,24,178610,4,4,5,11,1,2,2,3,0
2620,23,191870,5,5,7,11,1,4,4,4,0
2621,40,197170,10,10,21,21,1,4,4,3,0
2622,40,35440,15,11,8,18,3,10,2,2,0
2623,25,85000,6,2,20,12,4,2,3,2,0
2624,30,46610,12,12,20,11,1,7,4,2,0
2625,25,41030,7,2,7,15,6,2,4,3,0
2626,47,42490,25,17,1,13,2,11,1,3,0
2627,33,140260,1,1,1,12,1,0,2,3,0
2628,38,68930,16,15,19,17,0,8,4,2,0
2629,31,61250,3,2,10,13,0,2,1,3,0
2630,38,36690,10,8,1,19,2,7,1,3,0
2631,42,100080,9,4,6,19,6,2,4,1,0
2632,41,23870,12,5,2,17,3,0,4,4,0
2633,47,46390,14,13,21,11,0,12,3,2,0
2634,35,78980,5,2,4,15,7,2,4,3,0
2635,22,25340,4,3,12,11,0,2,4,3,0
2636,35,131420,10,10,9,25,1,8,2,3,0
2637,33,16110,10,9,3,14,0,1,2,4,0
2638,32,53630,6,6,3,13,1,1,3,2,0
2639,40,50710,8,1,1,17,8,0,1,4,0
2640,32,136950,3,2,1,13,0,2,2,2,0
2641,39,134020,18,7,4,14,7,7,1,4,0
2642,38,20290,20,18,20,11,3,11,2,3,0
2643,32,63770,14,14,18,12,1,7,3,4,0
2644,37,54290,16,16,1,17,1,8,3,4,0
2645,25,27850,6,5,2,21,0,4,1,3,0
2646,52,46140,16,9,2,16,2,0,1,4,0
2647,44,26100,6,4,8,15,6,2,2,4,0
2648,21,66870,2,2,10,19,1,2,3,1,0
2649,39,47240,21,6,3,12,2,3,4,4,0
2650,23,61790,1,1,2,11,1,0,4,1,1
2651,36,61200,10,9,24,19,0,4,1,4,0
2652,36,105960,18,4,16,15,7,2,4,2,0
2653,56,54670,13,13,8,20,1,9,3,3,0
2654,29,29960,4,2,9,25,9,2,1,4,1
2655,42,99980,24,22,17,24,5,14,1,3,0
2656,56,40780,14,10,10,24,8,8,4,3,1
2657,41,109200,21,20,13,15,0,10,1,2,0
2658,34,62320,8,8,1,13,1,7,4,3,0
2659,36,132470,15,15,1,14,1,11,4,4,0
2660,41,40810,14,5,1,13,2,4,3,2,0
2661,32,57690,4,4,9,11,1,2,4,1,0
2662,35,23940,9,9,16,16,1,7,3,4,0
2663,38,39040,10,10,23,22,1,9,1,4,0
2664,50,167990,12,6,4,14,7,1,2,3,1
2665,36,29500,8,6,22,14,4,0,2,4,0
2666,45,36290,8,5,24,16,8,1,4,3,0
2667,40,93620,8,2,10,11,2,2,3,3,0
2668,35,32290,10,10,7,25,1,2,3,3,0
2669,40,35780,20,5,17,14,2,2,3,3,0
2670,35,79880,4,4,14,18,1,1,3,4,0
2671,29,42840,10,4,1,11,4,3,4,2,0
2672,29,75530,5,5,5,19,1,4,4,1,0
2673,50,173280,20,3,17,15,4,0,4,1,1
2674,39,197010,21,20,25,11,0,6,2,4,0
2675,31,147320,10,9,8,12,0,7,2,1,0
2676,26,92780,5,4,11,20,0,0,4,3,0
2677,36,13590,17,5,5,12,4,3,3,4,0
2678,39,47790,9,7,2,14,4,7,4,1,0
2679,27,164220,6,6,8,20,1,3,2,2,0
2680,49,29960,17,9,6,18,2,8,4,2,0
2681,34,12610,6,4,4,14,2,2,2,3,0
2682,41,20990,8,6,7,12,8,5,2,4,1
2683,49,58100,10,10,1,21,1,7,3,2,0
2684,37,56470,7,0,2,19,6,0,4,3,1
2685,33,34200,8,8,10,14,1,0,4,3,0
2686,27,44000,6,2,5,17,9,2,1,2,0
2687,32,35000,8,7,9,16,0,6,4,4,0
2688,59,20660,12,1,2,12,4,0,3,1,0
2689,30,171690,1,1,11,17,1,0,4,3,0
2690,38,41620,10,9,18,15,0,8,4,3,0
2691,36,92040,17,7,7,23,6,7,3,3,0
2692,35,32940,6,5,3,11,0,3,1,2,0
2693,29,21270,10,9,29,11,0,8,4,3,0
2694,31,39750,5,5,2,15,1,3,1,3,0
2695,34,107930,3,2,28,11,0,2,2,4,0
2696,28,100960,6,4,1,13,2,3,3,3,1
2697,29,36460,10,10,16,14,1,8,2,1,0
2698,32,74460,7,6,22,19,0,5,1,2,0
2699,22,108510,1,1,8,16,1,0,4,4,0
2700,53,21090,31,25,11,13,2,7,1,4,0
2701,38,37220,6,3,29,14,5,2,4,4,0
2702,24,93800,5,4,1,16,0,3,1,3,0
2703,36,54860,10,5,1,12,7,3,3,1,1
2704,34,27420,13,12,24,11,0,11,1,2,0
